kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"403833","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","3102","2",12/09/2022,4466450
"403833","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","3102","2",21/09/2022,500000
"403833","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","3102","2",01/08/2022,900000
"403833","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","3102","2",16/11/2022,2238775
"403833","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","3102","2",14/10/2022,325000
"427551","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0601","2",03/01/2022,16729020
"427551","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0601","2",21/04/2022,7677000
"427551","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0601","2",22/04/2022,141149625
"427551","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0601","2",01/05/2022,17163540
"427551","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","0601","2",22/09/2022,1850000
"403817","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0855","2",03/01/2022,986090
"427573","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0805","2",01/03/2022,55248700
"403817","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0855","2",10/03/2022,13912700
"403817","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0855","2",10/03/2022,829000
"403817","032","03212","523129","03212WA","2378","EBA","2","A","0","00000001","0855","2",05/04/2022,11298829
"427573","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0805","2",25/04/2022,17300000
"427573","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0805","2",25/04/2022,1448000
"427573","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","0805","2",19/05/2022,57669600
"427573","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0805","2",23/06/2022,226301460
"427573","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0805","2",05/07/2022,6956
"403817","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0855","2",18/07/2022,40000
"403817","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0855","2",26/08/2022,35739423
"403817","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0855","2",06/10/2022,10000
"403817","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0855","2",31/10/2022,5486450
"427573","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0805","7",24/10/2022,-370100
"427573","032","03212","521113","03212DL","2376","SAC","2","A","0","00000001","0805","2",05/12/2022,3600000
